Barcode,Main language,Product name,Quantity,Brands,Categories,Labels,Origins of ingredients,Ingredients list,Allergens,Traces,Energy (kJ) for 100 g / 100 ml,Energy (kcal) for 100 g / 100 ml,Fat for 100 g / 100 ml,Saturated fat for 100 g / 100 ml,Carbohydrates for 100 g / 100 ml,Sugars for 100 g / 100 ml,Fiber for 100 g / 100 ml,Proteins for 100 g / 100 ml,Salt for 100 g / 100 ml,Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils for 100 g / 100 ml,Fruits‚ vegetables and nuts - dried for 100 g / 100 ml,Recycling instructions and/or packaging information,Link to front product photo,Link to ingredients list photo,Link to nutrition facts table photo,Link to recycling instructions and/or packaging information photo,Type of the product photo,Abbreviated product name,Common name,Serving size,Packaging,Countries,Stores,Product taken off the market,Withdrawal date,Traceability codes,Recycling instructions - To recycle,Recycling instructions - To discard,Producer product identifier,Producer version identifier,Net weight,Drained weight,Volume,Brand owner,Periods after opening,Origin of the product and/or its ingredients,Manufacturing or processing places,Producer,Sodium for 100 g / 100 ml,Alcohol for 100 g / 100 ml,Packaging 1 - Number of units,Packaging 1 - Shape,Packaging 1 - Material,Packaging 1 - Recycling,Packaging 1 - Weight of one empty unit,Packaging 1 - Quantity of product contained per unit,Packaging 2 - Number of units,Packaging 2 - Shape,Packaging 2 - Material,Packaging 2 - Recycling,Packaging 2 - Weight of one empty unit,Packaging 2 - Quantity of product contained per unit,Packaging 3 - Number of units,Packaging 3 - Shape,Packaging 3 - Material,Packaging 3 - Recycling,Packaging 3 - Weight of one empty unit,Packaging 3 - Quantity of product contained per unit,Packaging 4 - Number of units,Packaging 4 - Shape,Packaging 4 - Material,Packaging 4 - Recycling,Packaging 4 - Weight of one empty unit,Packaging 4 - Quantity of product contained per unit,Packaging 5 - Number of units,Packaging 5 - Shape,Packaging 5 - Material,Packaging 5 - Recycling,Packaging 5 - Weight of one empty unit,Packaging 5 - Quantity of product contained per unit,Conservation conditions,Warning,Preparation,Nutri-Score score,Nutri-Score,NOVA group,Recipe idea,Customer service,Link to the product page on the official site of the producer,Link to other product photo
755355065061,English,"Mac & Cheese Flavored Organic Baked Cheese Puffs, Mac & Cheese",1 ONZ,,29,,,"Organic Corn, Organic Sunflower Oil, Organic Cheddar Cheese (Organic Cultured Pasteurized Milk, Salt, Enzymes), Organic Nonfat Milk, Organic Buttermilk, Organic Whey, Salt, Organic Natural Flavor Lactic Acid, Disodium Phosphate.",,,2244.1248,536.0,35.7,5.36,46.4,7.14,,10.7,2.41,,,,,,,,,,,g,,,,,,,,,,,,,,Good Health,,,,,0.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810003518002,English,"Dairy-Free Overnight Oats With Apple & Cinnamon, Apple & Cinnamon",1 Pouch,,29,,,"Apple*, Oatmeal* (Purified Water, Oats*), Pumpkin Seed*, Coconut Milk* (Coconut*, Purified Water), Date*, Flax Seed*, Vanilla Extract*, Cinnamon*, Lemon Juice*.",,,481.48199999999997,115.0,3.98,1.33,18.6,7.96,,3.54,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Once Upon A Farm,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810003518026,English,"Dairy-Free Overnight Oats With Blueberry, Blueberry",1 Pouch,,29,,,"Blueberry*, Apple*, Oatmeal* (Purified Water, Oats*), Pumpkin Seed*, Date*, Coconut Milk* (Coconut*, Water), Flax Seed*, Vanilla Extract*, Lemon Juice*.",,,481.48199999999997,115.0,3.98,1.33,18.6,7.96,,3.54,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Once Upon A Farm,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810003516534,English,"Ohmymega Veggie! Cold-Pressed Organic Fruit & Veggie Blends, Ohmymega Veggie!",1 Pouch,,29,,,"Apple*, Carrot*, Beet*, Ginger*, Flax Seed*.",,,230.274,55.0,0.0,0.0,13.2,9.89,,1.1,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Once Upon A Farm,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44082031429,English,"Creamy Unsweetened Salt Free Peanut Butter, Creamy Unsweetened",2 Tbsp,,29,,,Dry Roasted Blanched Peanuts.,,,2650.2444,633.0,53.3,10.0,16.7,3.33,,30.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Once Again,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627843304197,English,"All-Butter Almond Oat Cookies, All-Butter Almond",4 Cookies,,29,,,"Unbleached Enriched Wheat Flour (Unbleached Enriched Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Brown Sugar, Unsalted Butter (Contains Milk), Oats, Water, Almond Flakes (Contains Tree Nuts), Natural Flavours, Salt, Sodium Bicarbonate, Cookies Are Made In A Facility That Handles Nut Ingredients",,,1963.6091999999999,469.0,21.9,12.5,65.6,25.0,,6.25,1.3275,,,,,,,,,,,g,,,,,,,,,,,,,,Aunt Ettie'S,,,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6921101227995,English,"Cranberryflavor Snowflake Crispy Nougat, Cranberry",2.54 ONZ,,29,,,"Malt Syrup Biscuit(Wheat Flour, Sugar, Vegetable Oil, Whole Milk Powder, Corn Starch Salt, Ammonium Bicarbonate, Sodium Bicarbonate, Sugar, Anhydrous Buster, Cranberry, Whole Milk Powder, Trehalose, Gelatin Raisin, Artificial, Flavor.",,,1917.5544,458.0,18.1,8.33,66.7,34.7,,5.56,0.4525,,,,,,,,,,,g,,,,,,,,,,,,,,Larbee,,,,,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185678500397,English,"Vanilla Meringues, Vanilla",8 Cookies,,29,,,"Sugar, Egg Whites, Natural Vanilla Flavor.",,,1712.4012,409.0,0.0,0.0,95.4,95.4,,4.55,0.17,,,,,,,,,,,g,,,,,,,,,,,,,,Jada Foods Llc,,,,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936756223322,English,Body Parts Gummy,0.2 Package,,29,,,"Glucose Syrup, Sugar, Water, Gelatin (Pork&Beef), Sorbitol, Citric Acid, Glycerol, Malic Acid, Artificial Flavor, Coconut Oil, Artificial Colors (Titanium Dioxide, Caramel, Fd&C Red No. 40, Fd&C Yellow No. 6), Pectin, Carnauba Wax. Alic Acid",,,1256.04,300.0,0.0,0.0,70.0,52.5,,7.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,4D,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201171242540,English,"Sour Cherry Drink, Sour Cherry",1 bottle,,29,,,"Water, Sour Cherry Juice 20% (From Concentrated Juice), Sugar , Acidifier: Citric Acid, Preservatives: Potassium Sorbate, Dimethyl Dicarbonate, Natural Flavorings.",,,251.208,60.0,,,14.7,13.8,,,0.005,,,,,,,,,,,ml,,,,,,,,,,,,,,Epsa,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20847876,English,"Soft Ripened Cheese Mini Brie With Bell And Jalapeno Peppers, Mini Brie",1 ONZ,,29,,,"Pasteurized Milk, Salt, Cheese Cultures, Bell Pepper, Jalapeno Pepper, Microbial Rennet.",,,1197.4248,286.0,25.0,16.1,0.0,0.0,,21.4,1.6975,,,,,,,,,,,g,,,,,,,,,,,,,,Preferred Selection,,,,,0.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20732714,English,"Fruit Punch Blend Of 2 Juices From Concentrates, Fruit",6.75 OZA,,29,,,"Filtered Water, Organic Apple Juice Concentrate, Organic Grape Juice Concentrate, Calcium Lactate Gluconate, Organic Flavors, Organic Fruit And Vegetable Extract (Color), Ascorbic Acid (Vitamin C), Natural Flavors, Citric Acid, Niacin (Vitamin B3), Pantothenic Acid (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12).",,,104.67,25.0,0.0,,6.0,6.0,,0.0,0.03,,,,,,,,,,,ml,,,,,,,,,,,,,,Lidl,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20990534,English,Cold Pressed Tangerine Juice,8 OZA,,29,,,100% Tangerine Juice,,,192.59279999999998,46.0,0.0,,10.4,9.58,,0.42,0.015,,,,,,,,,,,ml,,,,,,,,,,,,,,Lidl,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20856229,English,Water Added Cooked Ham,2 ONZ,,29,,,"Ham, Water, Salt, Sugar, Sodium Phosphates, Carrageenan, Sodium Ascorbate, Sodium Nitrite.",,,749.4372,179.0,12.5,3.57,1.79,1.79,,16.1,2.775,,,,,,,,,,,g,,,,,,,,,,,,,,Lidl,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20865559,English,"Macaroni Product, Spaghetti No 805",2 ONZ,,29,,,Durum Wheat Semolina.,,,1494.6876,357.0,1.79,0.0,73.2,1.79,,14.3,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Lidl,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7613035773202,English,"Cafe Au Lait Capsules Of Whole Milk Powder And Instant Coffee, Cafe Au Lait",1 capsule,,29,,,"Milk Powder, Soluble Coffee, Dipotassium Phosphate, Sodium Citrate, Soy Lecithin.",,,1796.1372,429.0,21.4,14.3,35.7,28.6,,21.4,1.16,,,,,,,,,,,g,,,,,,,,,,,,,,Nescafe,,,,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783586994450,English,Minced Garlic,1 tsp,,29,,,"Garlic, Water, Phosphoric Acid.",,,0.0,0.0,0.0,,20.0,,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Clover Valley,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20481940,English,"Dark Chocolate With Whole Almond, Whole Almond",2 pieces,,29,,,"Sugar, Chocolate Liquor, Almonds, Cocoa Butter, Butterfat, Sunflower Lecithin, Natural Vanilla Flavor.",,,2407.41,575.0,37.5,15.0,42.5,37.5,,7.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Lidl,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20431471,English,"Siciliana Pasta Sauce With Eggplant And Cheese, Eggplant And Cheese",1/2 cup,,29,,,"Diced Tomatoes (Tomatoes, Citric Acid), Eggplant, Tomato Paste (Tomatoes, Citric Acid), Olive Oil, Onion, Grana Padano Cheese [Milk, Salt, Enzyme, Egg White Lysozyme (Preservative)], Salt, Sugar, Basil, Lactic Acid, Flavor.",,,401.9328,96.0,6.4,1.6,7.2,4.8,,2.4,1.26,,,,,,,,,,,g,,,,,,,,,,,,,,Preferred Selection,,,,,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100500003500800,English,"Hazelnut Liquid Creamer Singles, Hazelnut",1 tub,,29,,,"Water, Sugar, Coconut Oil, 2% Or Less Of Sodium Caseinate (A Milk Derivative)**, Dipotassium Phosphate, Mono- And Diglycerides, Natural And Artificial Flavors, Riboflavin And Beta Carotene (For Color).",,,950.4036,227.0,13.6,13.6,27.3,27.3,,0.0,0.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Coffee - Mate,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217880161317,English,Cookies,2 cookies,,29,,,"Wheat Flour, Sugar, Vegetable Oils (Contains One Or More Of Soybean Oil, Sunflower Oil, Canola Oil, Palm Oil), Brown Sugar Syrup, Sodium Bicarbonate (Leavening), Soy Flour, Salt, Cinnamon.",,,2009.664,480.0,20.0,8.0,72.0,40.0,,4.0,0.95,,,,,,,,,,,g,,,,,,,,,,,,,,Lotus,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891551000430,English,"Organic Chia Protein Superfoods, Chia Protein",2 Tbsp,,29,,,Organic Chia Protein Powder,,,749.4372,179.0,7.14,0.0,57.1,0.0,,35.7,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Foods Alive,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026400417665,English,"Chocolate 1% Low Fat Milk, Chocolate",1 bottle,,29,,,"Lowfat Milk, Liquid Sugar (Sugar, Water), Cocoa Processed With Alkali, Salt, Carrageenan, Vanillin, Vitamin A Palmitate, Vitamin D3.",,,334.944,80.0,1.21,0.72,13.0,12.6,,4.35,0.2225,,,,,,,,,,,ml,,,,,,,,,,,,,,Darigold,,,,,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026400417672,English,"Strawberry 1% Low Fat Milk, Strawberry",1 bottle,,29,,,"Lowfat Milk, Liquid Sugar (Sugar, Water), Dextrose, Artificial Flavor, Corn Starch, Carrageenan, Salt, Fd&C Red #40 (Color), Vitamin A Palmitate, Vitamin D3.",,,364.2516,87.0,1.09,0.72,15.5,15.2,,3.86,0.145,,,,,,,,,,,ml,,,,,,,,,,,,,,Darigold,,,,,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58449204237,English,"Cinnamon Apple Crisp Grain Free Hot Cereal, Cinnamon Apple Crisp",1 packet,,29,,,"Chia Seeds*, Pumpkin Seeds*, Coconut Sugar*, Coconut Flour*, Cashew Flour*, Watermelon Seed Protein Powder*, Dried Apples, Dried Coconut*, Sea Salt, Cinnamon*.",,,1808.6976,432.0,22.7,7.95,43.2,18.2,,20.4,0.7375,,,,,,,,,,,g,,,,,,,,,,,,,,Nature'S Path Organic,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57000011079,English,"Chicken & Sausage Creamy Cajun Alfredo, Chicken & Sausage",1 package | Per,,29,,,"Cooked Gemelli Pasta (Water, Wheat Flour, Carrageenan), Water, Cooked Seasoned Chicken (Chicken Meat, Water, Sea Salt, Corn Starch, Spices, Chicken Stock, Torula Yeast, Evaporated Cane Syrup, Dried Garlic And Onion), Cooked Sausage (Pork, Beef, Water, Salt, Glucose-Fructose, Dextrose, Spices [Mustard], Sodium Phosphate, Smoke Flavour, Sodium Erythorbate, Sodium Nitrite), Part Skim Pizza Mozzarella Cheese (Milk Ingredients, Bacterial Culture, Salt, Microbial Enzymes), Pasteurized Process White Cheddar Cheese (Cheddar Cheese [Milk, Bacterial Culture, Salt, Microbial Enzymes], Water, Sodium Phosphate, Milk Fat, Salt), Parmesan Cheese (Partly Skimmed Milk, Cellulose Powder, Salt, Bacterial Culture, Microbial Enzymes), Milk, Roasted Green Bell Peppers, Roasted Red Bell Peppers, Garlic, Concentrated Butter (Butter [Milk), Natural Flavour), Concentrated Whey Protein, Corn Starch, Cream, Spices, Garlic Powder, Onion Powder, Annatto, Sodium Phosphate, Salt.",,,615.4596,147.0,6.67,3.33,12.0,1.0,,10.0,0.9325,,,,,,,,,,,g,,,,,,,,,,,,,,Crave,,,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414318190540,English,"Yellow Mustard, Yellow",1 tsp,,29,,,"Vinegar, Water, Mustard Seed, Salt, Turmeric, Paprika.",,,0.0,0.0,0.0,,0.0,,,0.0,3.0,,,,,,,,,,,g,,,,,,,,,,,,,,Schnucks,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852390491617,English,A Medley Of Baby Lettuces & Greens Spring Mix,1 package,,29,,,"Green Leaf Lettuce, Mizuna, Tango, Green Oak, Spinach, Green Chard, Arugula, Red Leaf Lettuce, Lolla Rosa, Radicchio, Red Chard, Red Oak.",,,104.67,25.0,0.0,0.0,3.52,0.7,,2.11,0.2825,,,,,,,,,,,g,,,,,,,,,,,,,,Good & Gather,,,,,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071007085274,English,Chile Rellenos,1 Chile Relleno,,29,,,"Green Chili (Green Chilies, Citric Acid), Natural Cheeses (Cheddar And Monterey Jack (Pasteurized Milk, Salt, Enzymes, Annatto Color)), Egg Whites (With Water, Guar Gum, Triethyl Citrate), Water Chili Relleno Batter (Yellow Corn Flour, Dried Egg Whites, Wheat Flour, Dried Whole Egg, Salt, Nonfat Dry Milk, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate), Methylcellulose, Dextrose, And Guar Gum), Modified Corn Starch Xanthan Gum Spices Garlic Powder Fried In Vegetable Oil (Soybean, Sunflower, Canola And/Or Corn Oil).",,,1147.1832,274.0,25.7,6.19,2.65,0.0,,7.96,1.085,,,,,,,,,,,g,,,,,,,,,,,,,,El Monterey,,,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113009499118,English,"Blueberries Whole, Blueberries",1 cup,,29,,,Whole Cultivated Blueberries.,,,209.34,50.0,0.71,0.0,12.1,8.57,,0.71,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Signature Select,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111101887474,English,"Original French Toast Sticks, Original",4 pieces | null,,29,,,"Bread (Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Sugar, Yeast, Yellow Corn Flour, Salt, Soybean Oil, Wheat Gluten, Grain Vinegar, Glyceryl Monooleate, Soy Lecithin, Turmeric [Color], Paprika Extract [Color], Polysorbate 60, Polysorbate 80, Ascorbic Acid, Enzymes, Cultured Wheat Flour), Water, Soybean Oil, Enriched Bleached Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Contains 2% Or Less Of Each Of The Following: Caramel Color, Carrageenan, Dextrose, Gum Arabic, Leavening (Baking Soda, Monocalcium Phosphate), Natural And Artificial Flavor, Paprika Extract (Color), Salt, Soy Flour, Soy Lecithin, Turmeric Extract (Color), Yeast, Yellow Corn Flour.",,,1222.5456,292.0,13.2,2.36,36.8,8.49,,5.66,0.73,,,,,,,,,,,g,,,,,,,,,,,,,,Kroger,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099100143911,English,1% Low Fat Milk,1 cup,,29,,,"Low Fat Milk, Vitamin A Palmitate, Vitamin D3.",,,196.7796,47.0,1.06,0.64,5.51,5.08,,3.39,0.1325,,,,,,,,,,,ml,,,,,,,,,,,,,,Friendly Farms,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852391398688,English,"Frosted Sugar Cookies, Frosted Sugar",1 cookie,,29,,,"Sugar, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Margarine (Soybean Oil, Fractionated Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Water, Eggs, Contains Less Than 2% Of: Cornstarch, Natural And Artificial Flavor, Modified Food Starch, Fractionated Palm Kernel Oil, Corn Syrup, Cellulose Gum, Soybean Lecithin, Polysorbate 60, Color (Beet Juice, Beet Powder, Red 40, Red 40 Lake, Red 3, Titanium Dioxide), Gum Arabic, Shellac, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Nonfat Dry Milk.",,,1762.6427999999999,421.0,15.8,3.95,63.2,39.5,,2.63,0.4275,,,,,,,,,,,g,,,,,,,,,,,,,,Market Pantry,,,,,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158000020383,English,"Hatch Green Chile Smoked Shorty Sausages, Hatch Green Chile",2 links,,29,,,"Pork, Diced Hatch Green Chili Peppers, Less Than 2% Of: Salt, Cane Sugar, Spices, Yeast Extract, Dried Garlic, Cultured Celery Powder* (Cultured Celery Powder*, Sea Salt), Vinegar, Dried Jalapeno Pepper, Dried Green Bell Pepper, Natural Flavor, Citric Acid*. Made With Beef Collagen Casing (Caramel Color, Carmine).",,,1842.192,440.0,36.0,12.0,4.0,4.0,,28.0,3.1,,,,,,,,,,,g,,,,,,,,,,,,,,Duke'S,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145000017413,English,"Original Mashed Cauliflower, Original",1/2 cup,,29,,,"Cauliflower, Water, Heavy Cream, Less Than 2% Of: Corn Starch, Modified Whey, Sea Salt, Spice.",,,133.9776,32.0,1.2,0.8,4.8,2.4,,0.8,1.08,,,,,,,,,,,g,,,,,,,,,,,,,,Birds Eye,,,,,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813093022543,English,"Italian Dry Salami, Italian Dry",1 ONZ,,29,,,"Pork, Sea Salt, Contains Less Than 2% Of The Following: Turbinado Sugar, Natural Flavoring, Milk Powder, Wine, Garlic, Lactic Acid Starter Culture",,,1494.6876,357.0,25.0,8.93,0.0,0.0,,28.6,2.0525,,,,,,,,,,,g,,,,,,,,,,,,,,Gusto,,,,,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7503017439311,English,"Corn Tostadas, Corn",30 GRM,,29,,,"Corn Flour, Water, Partially Hydrogenated Soybean Or Cottonseed Oils, Salt, Leavening Agent (Sodium Bicarbonate, Sodium Acid, Pirophosphate, Monocalcium Phosphate) Citric Acid And Artificial Color Fd&C Yellow No.5 And Fd&C Red No.40.",,,1997.1036,477.0,19.7,5.0,67.7,,,7.67,1.075,,,,,,,,,,,g,,,,,,,,,,,,,,La Penita,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414515386624,English,"Garlic & Herb Goat Cheese, Garlic & Herb",1 ONZ,,29,,,"Ingredients: Cultured Pasteurized Goat'S Milk, Salt, Marjoram, Oregano, Garlic Powder, Enzymes.",,,1197.4248,286.0,21.4,14.3,3.57,3.57,,14.3,0.8475,,,,,,,,,,,g,,,,,,,,,,,,,,Publix,,,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936756226743,English,Crazy Eye Gumball,1 piece,,29,,,"Sugar, Gum Base, Glucose Syrup, Artificial Flavor, Gum Arabic, Citric Acid, Glycerin, Soy Lecithin, Malic Acid, Carnauba Wax, Titanium Dioxide, Fd&C Red No. 40.",,,,,0.0,0.0,75.0,75.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Amos,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204644199915,English,"Cherry Berry Classic Cotton Candy, Cherry Berry",1 ONZ,,29,,,"Pure Cane Sugar, Artificial Flavors & Color (Red #40).",,,,,0.0,,100.0,100.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Fun Sweets,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642902067,English,"Hawaiian Tropical Fruit Bubble Gum, Hawaiian Tropical Fruit",1 piece,,29,,,"Sugar, Dextrose, Corn Syrup, Gum Base, Gum Arabic, Citric Acid, Tapioca Dextrin, Titanium Dioxide, Confectioners Glaze, Carnauba Wax, Artificial Flavors, Artificial Colors (Fd&C Red 40, Blue 1, Yellow 5, Yellow 6, Red 3), Corn Starch, Bht (To Maintain Freshness).",,,1570.05,375.0,0.0,,87.5,75.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,America'S Original,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685650023900,English,"Traditional Hummus, Traditional",2 ONZ,,29,,,"Garbanzo Beans (Garbanzo Beans, Water, Salt), Non-Gmo Oil Blend (Sunflower Oil And Extra Virgin Olive Oil), Tahini (100% Hulled Sesame Seeds), Water, Lemon Juice, Roasted Garlic, Sea Salt, Cultured Dextrose, Citric Acid, Spices.",,,1247.6664,298.0,21.0,1.75,22.8,1.75,,10.5,1.535,,,,,,,,,,,g,,,,,,,,,,,,,,Whole Foods Market,,,,,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259600089811,English,"Orange Creme Filled Sponge Cakes With Krimpets, Orange",2.4 ONZ,,29,,,"Ingredients: Sugar, Enriched Bleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Shortening (Soybean Oil, Palm Oil, And Hydrogenated Cottonseed Oil), Nonfat Milk, Corn Syrup, Egg Yolks, Whey (Milk), High Fructose Corn Syrup, Orange Puree (Orange Pulp Cells, Water, Orange Juice Concentrate, Orange Peel, Orange Oil), Eggs, Contains 2% Or Less Of Each Of The Following: Corn Starch, Dextrose, Modified Corn Starch, Soy Protein, Soy Lecithin, Glycerine, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate), Salt, Polysorbate 60, Natural And Artificial Flavor, Liquid Sucrose, Xanthan Gum, Mono- And Diglycerides, Sorbitan Monostearate, Distilled Monoglycerides, Butter (Made From Milk), Monoglycerides, Calcium Sulfate, Propylene Glycol, Nutmeg, Fd&C Yellow #6 Aluminum Lake, Agar, Lactic Acid, Preserved With Sodium Propionate, Sorbic Acid And Benzoic Acid.",,,1687.2803999999999,403.0,13.4,4.48,65.7,44.8,,2.99,0.56,,,,,,,,,,,g,,,,,,,,,,,,,,Tastykake,,,,,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50804008074,English,"Atlantic Sea Salt And Irish Cider Vinegar Crisps, Atlantic Sea Salt And Irish Cider Vinegar",1/3 cup,,29,,,"Potatoes (60%).Sunflower Oil (30%), Sea Salt (3%), Lactose (Milk), Sugar, Dried Llewellyn'S Cider Vinegar (Contains Maltodextrin), Dried Malt Vinegar (Barley), Dried Balsamic Vinegar (Contains Maltodextrin). Yeast Extract Acidity Regulators: Citric Acid & Malic Acid, Natural Flavouring, Rapeseed Oil.",,,2093.4,500.0,32.1,3.57,46.4,3.57,,7.14,4.375,,,,,,,,,,,g,,,,,,,,,,,,,,Keogh'S,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628055834083,English,Regular Tea Rusk,0.9 ONZ,,29,,,"Enriched Wheat Flour (Niacin, Iron, Thiamine, Mononitrate, Folicacid), Vegetable Shortening (Canola Oil, Palm Oil/ Soyabean Oil), Sugar, Water, Salt, Yeast.",,,1126.2492,269.0,3.85,1.54,50.0,11.5,,7.69,0.6725,,,,,,,,,,,g,,,,,,,,,,,,,,Fresh Taste Bakery,,,,,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
