Barcode,Main language,Product name,Quantity,Brands,Categories,Labels,Origins of ingredients,Ingredients list,Allergens,Traces,Energy (kJ) for 100 g / 100 ml,Energy (kcal) for 100 g / 100 ml,Fat for 100 g / 100 ml,Saturated fat for 100 g / 100 ml,Carbohydrates for 100 g / 100 ml,Sugars for 100 g / 100 ml,Fiber for 100 g / 100 ml,Proteins for 100 g / 100 ml,Salt for 100 g / 100 ml,Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils for 100 g / 100 ml,Fruits‚ vegetables and nuts - dried for 100 g / 100 ml,Recycling instructions and/or packaging information,Link to front product photo,Link to ingredients list photo,Link to nutrition facts table photo,Link to recycling instructions and/or packaging information photo,Type of the product photo,Abbreviated product name,Common name,Serving size,Packaging,Countries,Stores,Product taken off the market,Withdrawal date,Traceability codes,Recycling instructions - To recycle,Recycling instructions - To discard,Producer product identifier,Producer version identifier,Net weight,Drained weight,Volume,Brand owner,Periods after opening,Origin of the product and/or its ingredients,Manufacturing or processing places,Producer,Sodium for 100 g / 100 ml,Alcohol for 100 g / 100 ml,Packaging 1 - Number of units,Packaging 1 - Shape,Packaging 1 - Material,Packaging 1 - Recycling,Packaging 1 - Weight of one empty unit,Packaging 1 - Quantity of product contained per unit,Packaging 2 - Number of units,Packaging 2 - Shape,Packaging 2 - Material,Packaging 2 - Recycling,Packaging 2 - Weight of one empty unit,Packaging 2 - Quantity of product contained per unit,Packaging 3 - Number of units,Packaging 3 - Shape,Packaging 3 - Material,Packaging 3 - Recycling,Packaging 3 - Weight of one empty unit,Packaging 3 - Quantity of product contained per unit,Packaging 4 - Number of units,Packaging 4 - Shape,Packaging 4 - Material,Packaging 4 - Recycling,Packaging 4 - Weight of one empty unit,Packaging 4 - Quantity of product contained per unit,Packaging 5 - Number of units,Packaging 5 - Shape,Packaging 5 - Material,Packaging 5 - Recycling,Packaging 5 - Weight of one empty unit,Packaging 5 - Quantity of product contained per unit,Conservation conditions,Warning,Preparation,Nutri-Score score,Nutri-Score,NOVA group,Recipe idea,Customer service,Link to the product page on the official site of the producer,Link to other product photo
1633636543505,English,"Granola, Cinnamon, Raisin, Cinnamon, Raisin",0.25 cup,,29,,,"Organic Rolled Oats, Organic Unsweetened Coconut, Organic Brown Sugar, Organic Seedless Raisins, Sunflower Seeds, Walnuts, Expeller-Pressed Non-Gmo Canola Oil, Filtered Water, Pure Vanilla Extract, Spices, Sea Salt.",,,2093.4,500.0,25.0,7.14,57.1,21.4,,10.7,0.4025,,,,,,,,,,,g,,,,,,,,,,,,,,Michele'S,,,,,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906004982514,English,Supreme Basmati Rice,0.25 cup,,29,,,Riz Basmati Rice.,,,1490.5008,356.0,0.0,0.0,80.0,4.44,,8.89,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Veetee,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76014101088,English,"Original Sweet & Smoky Bar """"B"""" """"Q"""" Sauce, Original",1.07 ONZ,,29,,,"Tomato Paste, Water, Sugar, Vinegar, Corn Syrup, Salt, Liquid Smoke, Worcestershire Sauce (Water, Vinegar, Salt, Sugar, Malic Acid, Molasses, Citric Acid, Dehydrated Onion And Garlic, Food Gums (Arabic, Xanthan, Guar, Cellulose), Spices, Dextrose, Natural Flavors, And Smoke Flavor), Spices And Sodium Benzoate As A Preservative.",,,489.8556,117.0,0.0,0.0,26.7,23.3,,0.0,1.75,,,,,,,,,,,g,,,,,,,,,,,,,,Cookies Food Products Inc.,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642000503,English,"Eggs, Egg Shaped Bubble Gum Filled With Extra Sour Flavor Crystals",1 PIECE,,29,,,"Sugar, Corn Syrup (Glucose), Gum Base, Dextrose, Citric Acid, Tapioca Dextrin, Confectioners Glaze, Carnauba Wax, Artificial Flavors, Artificial Colors,(Fd&C Rd 40, Blue 1, Yellow 5, Yellow 6), Corn Starch, Bht (To Maintain Freshness). Soy May Be Present.",,,1394.2043999999999,333.0,0.0,,83.3,66.7,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Cry Baby,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642932491,English,"Dubble Bubble, Bubble Gum",1 PIECE,,29,,,"Sugar, Dextrose, Corn Syrup (Glucose), Gum Base, High Fructose Corn Syrup, Artificial Flavors, Artificial Color (Fd&C Red 3), Corn Starch, Bht (To Maintain Freshness).",,,1394.2043999999999,333.0,0.0,,83.3,83.3,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Dubble Bubble,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911152013582,English,Roasted Seaweed,1 SHEET,,29,,,Seaweed,,,1674.72,400.0,0.0,0.0,40.0,0.0,,40.0,2.0,,,,,,,,,,,g,,,,,,,,,,,,,,Yamamotoyama,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927783004056,English,"Bubble Gum, Original & Blue Razz",1 PIECE,,29,,,"All Flavors Contain: Sugar, Additionally: Original: Gum Base, Glucose Syrup, Natural &Artificial Flavors, Glycerine Citric Acid, Titanium Dioxide, Bht (Preservative), Red 40 Lake, Red 40, Blue Raspberry: Glucose Syrup, Gum Base, Artificial Flavors, Citric Acid, Glycerine, Malic Acid, Aspartame, Blue 1 Lake, Acesulfame Potassium, Titanium Dioxide, Bht (Preservative),",,,1394.2043999999999,333.0,0.0,,83.3,66.7,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Bazooka,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627404030169,English,Spring Roll Skin,100 GRM,,29,,,"Rice Flour, Tapioca Starch, Water, Salt",,,1423.512,340.0,0.22,0.13,82.5,0.0,,2.13,2.15,,,,,,,,,,,g,,,,,,,,,,,,,,Not A Branded Item,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884789500506,English,"Corn Fritter Mix, Corn Fritter Mix",17.5 GRM,,29,,,"Corn Starch, Natural Modified Tapioca Starch, Dextrose, Salt (Sodium Chloride) And Leudants (Sodium Bicarbobnate)",,,1436.0724,343.0,0.0,0.0,85.7,5.71,,0.0,0.8275,,,,,,,,,,,g,,,,,,,,,,,,,,Del Sur,,,,,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813090000000,English,"Pineapple & Orange Habanero Hot Sauce, Pineapple & Orange Habanero",1 Tbsp,,29,,,"Crushed Pineapple, Orange Juice, Mango Puree, Distilled Vinegar, Apple Sauce, Lemon Juice, Soy Sauce (Water, Non-Gmo Soybeans, Wheat, Salt), Pure Honey, Habanero Peppers, Roasted Garlic, Spices And Salt.",,,280.5156,67.0,0.0,0.0,13.3,13.3,,0.0,0.5,,,,,,,,,,,g,,,,,,,,,,,,,,Gunther'S Gourmet,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58449590668,English,"Nature'S Path, Waffles, Maple Cinnamon, Maple Cinnamon",2 WAFFLES,,29,,,"Water, Whole Wheat Flour*, Cane Sugar*, Soy Oil*, Leavening Agent (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate), Wheat Bran*, Maple Syrup*, Oat Bran*, Natural Flavor, Cinnamon*, Soy Lecithin*, Sea Salt.",,,1076.0076,257.0,8.57,1.43,40.0,8.57,,5.71,1.1075,,,,,,,,,,,g,,,,,,,,,,,,,,Nature'S Path,,,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6923917200100,English,Yellow Cling Peach Slices In Light Syrup,1/2 cup,,29,,,"Peaches, Water, Sugar, Ascorbic Acid, Citric Acid.",,,267.9552,64.0,0.0,0.0,15.7,14.3,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Clover Valley,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11110852714,English,"Elbow Ridged Pasta Italian Macaroni Product, Bronze Cut Chifferini",2 ONZ,,29,,,Durum Wheat Semolina.,,,1494.6876,357.0,1.79,0.0,69.6,3.57,,12.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Hemisfares,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56210371065,English,"Potato Patties, Potato Patties","1 PATTIE, PER CONTAINER",,29,,,"Potatoes, Vegetable Oil (Contains One Or More Of The Following: Soybean Oil, Canola Oil), Salt, Corn Flour, Potato Flakes, Dextrose And Disodium Dihydrogen Pyrophosphate To Promote Color. ",,,908.5355999999999,217.0,13.3,1.67,28.3,0.0,,1.67,1.0425,,,,,,,,,,,g,,,,,,,,,,,,,,Cavendish Farms,,,,,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58354000917,English,"Chicken Flavor Instant Bouillon Cubes, Chicken",1 CUBE,,29,,,"Salt, Sugar, Corn Syrup Solids, Hydrolyzed Corn Protein, Monosodium Glutamate, Sodium Bicarbonate, Contains Less Than 2% Of: Silicon Dioxide (Anti-Caking Agent), Chicken*, Natural And Artificial Flavors, Onion Powder, Chicken Broth*, Chicken Fat, Cooked Chicken*, Maltodextrin, Garlic Powder, Autolyzed Yeast Extract, Yeast Extract (Contains Gluten), Turmeric (Color), Disodium Inosinate, Disodium Guanylate, Spice, Caramel Color, Rendered Chicken Fat, Yeast* (From Barley), Soy Sauce* (Wheat, Soybeans, Salt), Calcium Phosphate.",,,598.7124,143.0,0.0,0.0,28.6,28.6,,0.0,64.25,,,,,,,,,,,g,,,,,,,,,,,,,,Clover Valley,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340224006671,English,"Mango Chia Pod, Mango",6 ONZ,,29,,,"Chia Seed Gel (Filtered Water, Chia Seed), Mango Puree, Coconut Milk",,,393.5592,94.0,5.29,2.94,8.24,7.06,,1.76,0.0075,,,,,,,,,,,g,,,,,,,,,,,,,,The Chia Co,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59608004651,English,Mini Angel Food Cakes,1 CAKE,,29,,,"Water, Sugar, Wheat Starch, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Dried Egg White, Leavening (Sodium Bicarbonate, Calcium Phosphate, Sodium Acid Pyrophosphate, Sodium Aluminum Phosphate), Artificial Flavor, Salt, Gum Arabic.",,,1117.8755999999998,267.0,0.0,0.0,64.4,44.4,,6.67,2.2775,,,,,,,,,,,g,,,,,,,,,,,,,,Not A Branded Item,,,,,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620811144153,English,Space Adventutes Pasta,2 ONZ,,29,,,"Durum Wheat Semolina, Water, Dehydrated Tomato, Dehydrated Spinach.",,,1570.05,375.0,1.79,0.0,75.0,3.57,,12.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pasta Gourmet Italia,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620811144160,English,Trains Planes & Automobiles Pasta,2 ONZ,,29,,,"Durum Wheat Semolina, Water, Dehydrated Tomato, Dehydrated Spinach.",,,1570.05,375.0,1.79,0.0,75.0,3.57,,12.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pasta Gourmet Italia,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55653618706,English,"Original Water Crackers, Original",4 crackers,,29,,,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), High Oleic Sunflower Oil, Salt, Sugar.",,,1674.72,400.0,6.67,0.0,80.0,0.0,,13.3,0.9175,,,,,,,,,,,g,,,,,,,,,,,,,,Dare,,,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770118709040,English,Triple Chocolate Tiger Cake,0.25 OF CAKE,,29,,,"Water, Cream, Brown Sugar, Wheat Flour, Canola Oil, Eggs, Sugar, Palm, Modified Palm And Palm Kernel Oil, Cocoa Powder, Unsweetened Chocolate, Milk, Cocoa Butter, Glucose, Modified Corn Starch, Corn Starch, Sodium Bicarbonate, Salt, Baking Powder, Milk Solids, Whey (Milk), Non-Fat Milk, Fractionated Palm Kernel Oil, Tetrasodium Diphosphate, Egg Whites, Citric Acid, Soy Lecithin, Vegetable Monoglycerides, Cholecalciferol, Beta Carotene (Color), Vitamin A Palmitate, Natural Flavor, Sodium Alginate, Niacin, Iron, Carrageenan, Guar Gum, Propylene Glycol Alginate, Carob Bean Gum, Bacterial Culture, Thiamine Mononitrate, Riboflavin, Xanthan Gum, Folic Acid, Cellulose Gel, Cellulose Gum.",,,1683.0936,402.0,24.6,9.84,42.6,32.0,,3.28,0.9625,,,,,,,,,,,g,,,,,,,,,,,,,,The Original Cakerie Ltd.,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787359103749,English,"Roasted Garlic Focaccia Croutons, Roasted Garlic",2 Tbsp,,29,,,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Canola And/Or Sunflower Oil, Salt, 2% Or Less Of Garlic, Sugar, Butter Oil, Yeast, Natural And Artificial Flavors (Milk), Soy Lecithin, Disodium Inosinate, Disodium Guanylate, Annatto (Color), Alpha Tocopherol (Antioxidant), Tbhq (To Preserve Freshness).",,,1796.1372,429.0,14.3,0.0,71.4,0.0,,14.3,1.965,,,,,,,,,,,g,,,,,,,,,,,,,,Fresh Gourmet,,,,,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59635001951,English,"Parmesan Garlic Texas Toast, Parmesan Garlic",1 slice,,29,,,"Bread: Enriched Wheat Flour (Flour, Niacin, Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid), Water, Soybean Oil, Yeast, Sugar, Salt, Calcium Propionate (Preservative), Microbial Enzymes, Ascorbic Acid. Spread: Soybean Oil, Water, Palm Oil, Dehydrated Garlic Parmesan Cheese (Pasteurized Milk, Salt, Powdered Cellulose (As An Anticaking Agent), Lipase, Microbial Enzyme, Bacterial Culture, Natamycin), Salt, Distilled Vegetable Monoglyceride, Whey Powder, Natural Flavor, Citric Acid, Dehydrated Parsley, Potassium Sorbate (Preservative), Beta Carotene (Color).",,,1360.71,325.0,15.0,2.5,42.5,2.5,,7.5,1.5,,,,,,,,,,,g,,,,,,,,,,,,,,Furlani,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11110837943,English,"Simple Truth Organic, Chamomile With Lemon Herbal Tea",1 TEA BAG MAKES 8 FL OZ,,29,,,"*Organic Chamomile, Organic Lemon Myrtle, Organic Lemon Oil.",,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,The Kroger Co.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58500000648,English,"Original Honey Mustard, Original Honey",1 tsp,,29,,,"Water, Sugar, Dextrose, Mustard Seed, Honey, Vinegar, Salt, Modified Tapioca Starch, Titanium Dioxide (For Color), Spices, Caramel Color, Garlic Powder, Yellow #5, Natural Flavor.",,,1046.7,250.0,0.0,,50.0,33.3,,0.0,1.25,,,,,,,,,,,g,,,,,,,,,,,,,,Billybee,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41331037825,English,"A Unique Seasoning, Coriander & Annatto",0.25 tsp,,29,,,"Monosodium Glutamate, Salt, Dehydrated Garlic, Cumin, Yellow 5, Tricalcium Phosphate (Anti-Caking Agent), Coriander, Annatto (Color), Red 40.",,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,,,,,,,,,,,g,,,,,,,,,,,,,,Goya,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41331038371,English,"Ham Flavored Concentrate, Ham",1/4 tsp,,29,,,"Salt, Monosodium Glutamate, Artificial Ham Flavor Flavor Hydrolized Vegetable Protein, Silica (Anti-Caking Agent).",,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,,,,,,,,,,,g,,,,,,,,,,,,,,Goya,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800103000,English,"Original Pops, Original",3 POPS,,29,,,"Sugar, Corn Syrup, Citric Acid, Malic Acid, Salt, Artificial Flavor, Color Added (Includes: Red 40, Yellow 6, Yellow 5, Blue 1).",,,1674.72,400.0,0.0,,100.0,73.3,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Spangler Candy Company,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55712067124,English,Whole Grain Cereal,3 BISCUITS,,29,,,"Whole Wheat, Barley Malt Extract, Cane Sugar, Salt, Iron, Niacin (B3), Thiamin Hydrochloride (B1).",,,1423.512,340.0,1.89,0.0,81.1,3.77,,9.43,0.895,,,,,,,,,,,g,,,,,,,,,,,,,,Weetabix,,,,,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786516760079,English,"Blueberries & Bananas Simply Granola, Blueberries & Bananas",0.33 cup,,29,,,"Whole Grain Certified Organic Rolled Oats, Dried Cane Syrup, Honey, Maple Syrup, Puffed Millet, Certified Organic Crisp Brown Rice, Freeze-Dried Bananas, Freeze-Dried Wild Blueberries, Non-Gmo Expeller Pressed Canola Oil, & Spices.",,,1674.72,400.0,6.67,1.67,73.3,16.7,,13.3,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Chappaqua Crunch,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83046155385,English,"Orange Sparkling Natural Spring Water, Orange",8 OZA,,29,,,"Spring Water, Co2, Natural Flavors.",,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Nestle Waters North America Inc./Ice Mtn.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17077226235,English,"Sublime Slime Lime Organic Whole Milk Kefir Cultured Milk Smoothie, Sublime Slime Lime",4 OZA,,29,,,"Organic Grade A Pasteurized Cultured Milk, Organic Cane Sugar, Organic Lime Flavor, Organic Vanilla Extract, Vitamin D3. Contains Live And Active Cultures.",,,347.5044,83.0,3.33,1.67,8.33,8.33,,5.83,0.125,,,,,,,,,,,ml,,,,,,,,,,,,,,Lifeway,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43427005218,English,"Falafel Flavored Snack Flips, Falafel",1 BAG,,29,,,"Tapioca Starch, Potato Flakes, Potato Starch, Palm Oil, Dehydrated Onion & Garlic, Citric Acid, Spices, Monosodium Glutamate, Calcium Phosphate, Flavorings, Salt",,,1616.1047999999998,386.0,7.14,0.0,85.7,7.14,,7.14,1.7675,,,,,,,,,,,g,,,,,,,,,,,,,,Lieber'S,,,,,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620221200401,English,Pumpkin Pie Soda,1 BOTTLE,,29,,,"Carbonated Water, Inverted Cane Sugar, Natural And Artificial Flavors, Citric Acid, Sodium Benzoate (As Preservative), Caramel Color, Calcium Disodium Edta (To Protect Flavor), Yellow 6.",,,142.3512,34.0,0.0,,8.17,8.17,,0.0,0.025,,,,,,,,,,,ml,,,,,,,,,,,,,,Jones,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717544136160,English,"Pineapple Coconut Flavored Sparkling Water Beverage, Pineapple Coconut",8 OZA,,29,,,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate (Preservative), Aspartame, Acesulfame Potassium.",,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Sunny Select,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642350028,English,"Sour Mini Drinks, Lectric Lime, Overload Orange, Lightning Lemon, Chargin Cherry, Blastin Blue Raspberry",5 BOTTLES,,29,,,"Refined Wax, Water, High Fructose Corn Syrup, Citric Acid, Malic Acid, Artificial Flavors, Sodium Benzoate And Potassium Sorbate (Preservatives), Artificial Colors (Fd&C Red 40, Blue 1, Yellow 5, Yellow 6), Bht (To Maintain Freshness).",,,205.1532,49.0,0.0,,12.2,12.2,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Cry Baby,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642921570,English,"The Dugout Gum, Original",1 PIECE,,29,,,"Sugar, Gum Base, Corn Syrup (Glucose), Glycerine, Corn Starch, Artificial Flavors, Artificial Color (Fd&C Red 3), Bht (To Maintain Freshness).",,,1394.2043999999999,333.0,0.0,,100.0,100.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Dubble Bubble,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866836444045,English,Dijon Vinaigrette,2 Tbsp,,29,,,"Water, Organic Expeller Pressed Soybean Oil, Organic Dijon Mustard, Organic Cider Vinegar, Organic Miso (Organic Soybeans, Organic Rice Koji, Sea Salt, Water, Koji Spores), Organic Agave Nectar, Salt, Organic Onion Powder, Organic Mustard Powder, Organic Turmeric Extract, Organic Minced Garlic, Xanthan Gum, Organic Black Pepper, Organic Tarragon, Organic Rosemary Extract",,,1117.8755999999998,267.0,26.7,3.33,6.67,3.33,,0.0,2.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Organicville,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33079140951,English,"Chocolate Chip Sugar-Free Cookies, Chocolate Chip",8 COOKIES) | (APPROX,,29,,,"Unbleached Enriched Wheat Flour, Maltitol, Canola Oil, Chocolate Chips (Maltitol, Cocoa Liquor, Cocoa Powder, Vanilla), Natural Flavours, Baking Soda.",,,1955.2356,467.0,15.0,1.67,73.3,0.0,,6.67,0.625,,,,,,,,,,,g,,,,,,,,,,,,,,Joseph'S,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642006352,English,"Bubble Gum, Extra Sour",1 PIECE,,29,,,"Sugar, Dextrose, Corn Syrup (Glucose), Gum Base, Citric Acid, Tapioca Dextrin, Corn Starch, Artificial Flavors, Artificial Colors (Fd&C Red 40, Blue 1, Yellow 5, Yellow 6), Bht (To Maintain Freshness).",,,1394.2043999999999,333.0,0.0,,88.9,66.7,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Dubble Bubble,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642010083,English,Gumball,1 PIECE,,29,,,"Sugar, Corn Syrup (Glucose), Gum Base, Dextrose, Tapioca Dextrin, Titanium Dioxide, Confectioners Glaze, Carnauba Wax, Artificial Flavors, Artificial Colors (Fd&C Red 40, Blue 1, Yellow 5, Yellow 6, Red 3), Corn Starch, Bht (To Maintain Freshness).",,,1570.05,375.0,0.0,,87.5,87.5,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Dubble Bubble,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450200872,English,"Light Coconut Milk, Light",0.333 cup,,29,,,"Water, Coconut Milk, Guar Gum.",,,234.4608,56.0,6.25,5.0,1.25,0.0,,0.0,0.015,,,,,,,,,,,ml,,,,,,,,,,,,,,Hy-Vee,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501304400522,English,Quince Fruit Paste,40 GRM,,29,,,"Quince, Sugar, Citric Acid, Sodium Benzoate As A Preservative",,,1151.37,275.0,0.0,0.0,65.0,55.0,,0.0,0.095,,,,,,,,,,,g,,,,,,,,,,,,,,La Estrella Dulces Regionales,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11110880550,English,"Simple Truth Organic, Ginger Green Tea","1 TEA BAG, MAKES 8 FL OZ",,29,,,"Organic Green Tea*, Organic Ginger Root*, Organic Lemon Grass*, Organic Spearmint*.",,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,The Kroger Co.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641668070318,English,"Roasted Almonds Wrapped In White Chocolate With Cinnamon, Nutmeg, Ginger And Cloves Pumpkin Pie Almonds",12 PCS,,29,,,"White Chocolate (Sugar, Cocoa Butter, Whole Milk Powder, Soy Lecithin-An Emulsifier, Natural Vanilla Flavor), Almonds, Ground Spices (Cinnamon, Ginger, Nutmeg, Cloves), Tapioca Dextrin, Artificial Color (Fd&C) Yellow 6 Lake), Natural Flavor, Confectioners Glaze.",,,2302.74,550.0,37.5,15.0,50.0,42.5,,10.0,0.125,,,,,,,,,,,g,,,,,,,,,,,,,,Sconza,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57042914978,English,"Lemon, Cherry, Berry, Orange, Apple Extra Sour Supercharged Chewy Candy, Lemon, Cherry, Berry, Orange, Apple",12 PIECES,,29,,,"Sugar, Corn Syrup, Partially Hydrogenated Soybean Oil, Malic Acid, Mono And Diglycerides, Modified Food Starch, Confectioners Glaze, Artificial And Natural Flavors, Titanium Dioxide, Egg Albumen, Artificial Colors Including Fd&C Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 1 Lake, Blue 2 Lake, Yellow 5, Red 40, Yellow 6, Blue 1), Salt, Soy Lecithin, Soy Protein, Corn Starch Sodium Citrate, White Mineral Oil.",,,1532.3688,366.0,3.66,1.22,82.9,61.0,,0.0,0.0925,,,,,,,,,,,g,,,,,,,,,,,,,,Cry Baby,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619128662025,English,"Butter Toffee Cashews, Butter Toffee",40 GRM,,29,,,"Cashews, Sugar, Butter, Toffee Flavor And Salt",,,1988.73,475.0,22.5,5.0,65.0,55.0,,7.5,1.125,,,,,,,,,,,g,,,,,,,,,,,,,,Nature'S Harvest,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718122357262,English,"Mint Chocolate Chip Ice Cream, Mint Chocolate Chip",0.5 cup,,29,,,"Cream, Milk, Egg Yolk, Cane Sugar, Organic Peppermint, Chocolate Chip (Cocoa Butter, Cocoa Liquor, Sugar)",,,1251.8532,299.0,24.7,14.4,18.6,16.5,,3.09,0.09,,,,,,,,,,,g,,,,,,,,,,,,,,Van Leeuwen,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
